name,place,type,rating,votes,noOfReviews,url,page,Cuisines:,Cost for two:,Hours:,Discount:,Featured in:,Freebie:,Today:,Special:,Promotions:,Upcoming:
Jewel of Nizam - The Golkonda Hotel,"Golkonda Hotel, Masab Tank",Fine Dining,4.1,424 votes,195 reviews,https://www.zomato.com/hyderabad/jewel-of-nizam-the-golkonda-hotel-masab-tank,10,"Mughlai, Hyderabadi","₹2,200","12:30 PM to 3:30 PM, 6:30 PM to 11:30 PM...",,Brilliant biryanis,,,,,
Jewel of Nizam - The Golkonda Hotel,"Golkonda Hotel, Masab Tank",Fine Dining,4.1,424 votes,195 reviews,https://www.zomato.com/hyderabad/jewel-of-nizam-the-golkonda-hotel-masab-tank,11,"Mughlai, Hyderabadi","₹2,200","12:30 PM to 3:30 PM, 6:30 PM to 11:30 PM...",,Brilliant biryanis,,,,,
Spice Garden - Royal Reve Hotel,"Royal Reve Hotel, Secunderabad",Casual Dining,3.9,214 votes,124 reviews,https://www.zomato.com/hyderabad/spice-garden-royal-reve-hotel-sd-road-secunderabad,11,"North Indian, Chinese, Continental, South Indian",₹750,"12:30 PM to 3:30 PM, 6:30 PM to 11 PM (Mon-Sun)",,Veggie friendly,,,,,
Kabul Darbar,Lakdikapul,Casual Dining,3.4,200 votes,118 reviews,https://www.zomato.com/hyderabad/kabul-darbar-lakdikapul,11,"Afghani, Biryani",₹500,12 Noon to 12 Midnight (Mon-Sun),,,,,,,
Shubavsar,Banjara Hills,Casual DiningSweet Shop,4.1,131 votes,90 reviews,https://www.zomato.com/hyderabad/shubavsar-banjara-hills,11,"Street Food, Continental, South Indian, Desserts, Italian, North Indian, Chinese, Mithai",₹600,"8 AM to 10:30 PM (Mon-Fri),8 AM to 11 PM (Sat-Sun)",,"Sweetshops, Diwali Specials, Veggie friendly",,,,,
Udipi's Upahar,Gachibowli,Quick Bites,3.6,158 votes,103 reviews,https://www.zomato.com/hyderabad/udipis-upahar-1-gachibowli,11,"South Indian, Street Food, Chinese, North Indian",₹250,6 AM to 11 PM (Mon-Sun),,Great breakfasts,,,,,
Beer County,Jubilee Hills,BarLounge,3.9,140 votes,95 reviews,https://www.zomato.com/hyderabad/beer-county-jubilee-hills,11,"Continental, Italian, North Indian","₹2,000",12 Noon to 11:30 PM (Mon-Sun),,Rooftops,,,,,
Ginger Court Dining Bar,"Ginger Court, Madhapur",Casual Dining,2.3,249 votes,125 reviews,https://www.zomato.com/hyderabad/ginger-court-dining-bar-madhapur,11,"North Indian, Chinese",₹800,11 AM to 11 PM (Mon-Sun),Get 10% off on all dine-in and home-delivery orders. Offer on home-delivery only applicable when you order online on Zomato.,,,,,,
Seasons Xprs,Banjara Hills,Quick Bites,3.7,210 votes,115 reviews,https://www.zomato.com/hyderabad/seasons-xprs-banjara-hills,11,"Lebanese, Arabian",₹350,11 AM to 11 PM (Mon-Sun),,Pocket friendly,,,,,
"3B's - Buddies, Bar & Barbecue",Jubilee Hills,Casual Dining,4.1,241 votes,178 reviews,https://www.zomato.com/hyderabad/3bs-buddies-bar-barbecue-jubilee-hills,11,"North Indian, Mediterranean, European","₹1,100","12 Noon to 4:30 PM, 7 PM to 11 PM (Mon-Sun)",,Barbecue & grill,,,,,
Hazzel Ice Cream Cafe,Jubilee Hills,Dessert Parlor,3.7,276 votes,131 reviews,https://www.zomato.com/hyderabad/hazzel-ice-cream-cafe-jubilee-hills,11,"Ice Cream, Desserts",₹400,10 AM to 2 AM (Mon-Sun),,Frozen delights,,,,,
The Square - Novotel Hyderabad Convention Centre,"Novotel Hyderabad Convention Centre, Kothaguda",Fine Dining,4.0,345 votes,146 reviews,https://www.zomato.com/hyderabad/square-novotel-hyderabad-convention-centre-kothaguda,11,"Continental, Italian, North Indian","₹2,200","6:30 AM to 10:30 AM, 12 Noon to 3 PM, 6:30 PM to 11...",,Sunday brunches,,,,,
Natural Ice Cream,Jubilee Hills,Dessert Parlor,4.7,147 votes,116 reviews,https://www.zomato.com/hyderabad/natural-ice-cream-jubilee-hills,11,"Ice Cream, Desserts",₹200,11 AM to 12 Midnight (Mon-Sun),,Frozen delights,,,,,
Angeethi Asli Dhaba,"City Center Mall, Banjara Hills",Casual Dining,3.5,673 votes,307 reviews,https://www.zomato.com/hyderabad/angeethi-asli-dhaba-banjara-hills,11,North Indian,"₹1,100","12:30 PM to 3:30 PM, 7 PM to 11 PM (Mon-Sun)",,,,,,,
Mast Kalandar,Gachibowli,Casual Dining,2.0,366 votes,182 reviews,https://www.zomato.com/hyderabad/mast-kalandar-gachibowli,11,North Indian,₹450,12 Noon to 11 PM (Mon-Sun),,,,,,,
Over The Flames,Madhapur,Casual Dining,3.7,261 votes,139 reviews,https://www.zomato.com/hyderabad/over-the-flames-madhapur,11,"Italian, Pizza",₹700,12 Noon to 11 PM (Mon-Sun),,Great Italian,,,,,
Soups n Salads,Jubilee Hills,Casual Dining,3.8,245 votes,153 reviews,https://www.zomato.com/hyderabad/soups-n-salads-jubilee-hills,11,"Healthy Food, Italian, Salad","₹1,000",11 AM to 11 PM (Mon-Sun),,,,,,,
Ofen,Banjara Hills,Café,3.9,437 votes,218 reviews,https://www.zomato.com/hyderabad/ofen-banjara-hills,11,"Cafe, Continental, European","₹1,000",8 AM to 11 PM (Mon-Sun),,Great breakfasts,,,,,
Maa Ooru Biryani,Kondapur,Casual Dining,3.5,110 votes,79 reviews,https://www.zomato.com/hyderabad/maa-ooru-biryani-kondapur,11,Biryani,₹350,"7 PM to 10:30 PM (Mon),11:45 AM to 3:30 PM, 7 PM to...",Get 10% off all home-delivery orders above Rs. 500. Valid only when you order online on Zomato.,,,,,,
Chinese Pavilion,Gachibowli,Casual Dining,4.0,176 votes,108 reviews,https://www.zomato.com/hyderabad/chinese-pavilion-gachibowli,11,"Chinese, Seafood","₹1,400","12 Noon to 3:30 PM, 7 PM to 11 PM (Mon-Sun)",,,,,,,
Serafina,"SLN Terminus,Gachibowli",Casual Dining,4.1,307 votes,227 reviews,https://www.zomato.com/hyderabad/serafina-gachibowli,11,Italian,"₹1,800",12 Noon to 11 PM (Mon-Sun),,Great Italian,,,,,
Samskruthi,Kondapur,Casual Dining,3.6,217 votes,112 reviews,https://www.zomato.com/hyderabad/samskruthi-kondapur,11,"Andhra, North Indian, Chinese",₹500,"12 Noon to 4 PM, 7 PM to 11 PM (Mon-Sun)",Get 10% off all home-delivery. Valid only when you order online on Zomato.,Pocket friendly,,,,,
Cascade - Radisson Hyderabad Hitec City,"Radisson Hyderabad Hitec City, Gachibowli",Fine Dining,3.6,220 votes,133 reviews,https://www.zomato.com/hyderabad/cascade-radisson-hyderabad-hitec-city-gachibowli,11,"North Indian, Italian, Continental, Asian","₹1,800",24 Hours (Mon-Sun),,,,,,,
Punjabi Affair,Trimulgherry,Casual Dining,3.8,157 votes,110 reviews,https://www.zomato.com/hyderabad/punjabi-affair-trimulgherry-secunderabad,11,"North Indian, Chinese",₹650,12 Noon to 10:30 PM (Mon-Sun),,,,,,,
Rice Bowl,Gachibowli,Quick Bites,3.8,242 votes,153 reviews,https://www.zomato.com/hyderabad/rice-bowl-gachibowli,11,North Indian,₹350,"12 Noon to 4 PM, 6:30 PM to 10:30 PM (Mon-Sun)",,Pocket friendly,,,,,
Al Zaara Matbaq Al Mandi,Tolichowki,Casual Dining,3.8,350 votes,206 reviews,https://www.zomato.com/hyderabad/al-zaara-matbaq-al-mandi-tolichowki,11,"Arabian, Lebanese, Hyderabadi",₹500,12:30 PM to 11 PM (Mon-Sun),,Mandi,,,,,
Indulge IceCream,Banjara Hills,Dessert Parlor,4.5,100 votes,82 reviews,https://www.zomato.com/hyderabad/indulge-icecream-banjara-hills,11,Ice Cream,₹250,9 AM to 1 AM (Mon-Sun),,Frozen delights,,,,,
Mavericks Bar & Grill,"Manjeera Trinity Mall, Kukatpally",Casual DiningBar,3.5,182 votes,110 reviews,https://www.zomato.com/hyderabad/mavericks-bar-grill-kukatpally,11,"Chinese, North Indian","₹1,000",11 AM to 11 PM (Mon-Sun),,,,,,"15% off on Axis Bank Credit & Debit Cards   [T&C]
                                                    
                                                                                                                                                                    
                                                                                                                        
                                                                                                                                                                                                                                                                                     
                                                                            
                                                    Save 15% on ICICI Bank Credit & Debit Cards   [T&C]",
Taj Mahal - Taj Mahal Hotel,"Taj Mahal Hotel, Abids",Casual Dining,3.9,555 votes,207 reviews,https://www.zomato.com/hyderabad/taj-mahal-taj-mahal-hotel-abids,11,"North Indian, South Indian, Chinese",₹700,7 AM to 11 PM (Mon-Sun),,"Legendary outlets, Veggie friendly",,,,,
Beijing Bistro,Miyapur,Casual Dining,3.5,263 votes,171 reviews,https://www.zomato.com/hyderabad/beijing-bistro-miyapur,11,Chinese,₹750,12 Noon to 11 PM (Mon-Sun),,,,,,,
Punjabi Tadka,Kondapur,Casual Dining,1.9,310 votes,159 reviews,https://www.zomato.com/hyderabad/punjabi-tadka-kondapur,11,"North Indian, Chinese",₹400,"11 AM to 4 PM, 7 PM to 11 PM (Mon-Sun)",,,,,,,
Dusk 2 Dawn,Madhapur,,4.0,81 votes,54 reviews,https://www.zomato.com/hyderabad/dusk-2-dawn-madhapur,12,"North Indian, Chinese",₹400,7 PM to 4 AM (Mon-Sun),,,,,,,
Eskimos,Gandipet,Dessert Parlor,3.9,172 votes,80 reviews,https://www.zomato.com/hyderabad/eskimos-gandipet,12,"Ice Cream, Desserts",₹350,12 Noon to 12 Midnight (Mon-Sun),,"On the outskirts, Frozen delights",,,,,
Gokul Chat,Koti,Quick Bites,4.0,561 votes,229 reviews,https://www.zomato.com/hyderabad/gokul-chat-koti,12,Street Food,₹100,9 AM to 10:45 PM (Mon-Sun),,Street food,,,,,
Maharaja Chat,Green View Plaza,Quick Bites,3.8,614 votes,243 reviews,https://www.zomato.com/hyderabad/maharaja-chat-jubilee-hills,12,Street Food,₹150,3:30 PM to 10 PM (Mon-Sun),,Street food,,,,,
Kathmandu Momos,Somajiguda,Kiosk,4.3,476 votes,258 reviews,https://www.zomato.com/hyderabad/kathmandu-momos-somajiguda,12,"Street Food, Nepalese",₹150,5 PM to 10 PM (Mon-Sun),,"Hidden gems, Street food",,,,,
House of Dosas,Banjara Hills,Quick Bites,4.1,391 votes,251 reviews,https://www.zomato.com/hyderabad/house-of-dosas-banjara-hills,12,South Indian,₹300,7:30 AM to 1 AM (Mon-Sun),,"Pocket friendly, Great breakfasts",,,,,
Cafe Mocha 35mm,Kondapur,Café,2.8,246 votes,146 reviews,https://www.zomato.com/hyderabad/cafe-mocha-35mm-kondapur,12,"Cafe, Italian, Chinese",₹500,8:30 AM to 12 Midnight (Mon-Sun),,,,,,,
The Waterfront,"Eat Street, Necklace Road",Casual Dining,3.9,555 votes,270 reviews,https://www.zomato.com/hyderabad/the-waterfront-necklace-road,12,"Seafood, North Indian, Chinese, Thai","₹1,500",12 Noon to 11 PM (Mon-Sun),,,,,,,
Republic Of Noodles - Lemon Tree Hotel,"Lemon Tree Hotel, Gachibowli",Fine Dining,4.4,191 votes,132 reviews,https://www.zomato.com/hyderabad/republic-of-noodles-lemon-tree-hotel-gachibowli,12,"Thai, Malaysian, Asian","₹1,700","11:30 AM to 3 PM, 7 PM to 11:45 PM (Mon-Sun)",,Pan-Asian delicacies,,,,Save 15% on ICICI Bank Credit & Debit Cards   [T&C],
Deli 9,Begumpet,Café,3.7,205 votes,114 reviews,https://www.zomato.com/hyderabad/deli-9-begumpet,12,"Cafe, Continental, Desserts",₹800,9 AM to 9:30 PM (Mon-Sun),,Diwali Specials,,,,,
Shubavsar,Banjara Hills,Casual DiningSweet Shop,4.1,131 votes,89 reviews,https://www.zomato.com/hyderabad/shubavsar-banjara-hills,12,"Street Food, Continental, South Indian, Desserts, Italian, North Indian, Chinese, Mithai",₹600,"8 AM to 10:30 PM (Mon-Fri),8 AM to 11 PM (Sat-Sun)",,"Sweetshops, Diwali Specials, Veggie friendly",,,,,
Ohri's Eatmor OCC,Basheer Bagh,Quick BitesDessert Parlor,4.0,164 votes,97 reviews,https://www.zomato.com/hyderabad/ohris-eatmor-occ-basheer-bagh,12,"Fast Food, Desserts",₹600,"12 Noon to 3:30 PM, 7 PM to 11 PM (Mon-Sun)",,,,,,,
Hyderabadi Chai Adda,Madhapur,Café,2.4,73 votes,52 reviews,https://www.zomato.com/hyderabad/hyderabadi-chai-adda-madhapur,12,"Cafe, Continental",₹500,10 AM to 11:30 PM (Mon-Sun),Get 15% off all home-delivery. Valid only when you order online on Zomato.,,,,,,
Makers of Milkshakes,Madhapur,Beverage Shop,4.3,243 votes,126 reviews,https://www.zomato.com/hyderabad/makers-of-milkshakes-madhapur,12,"Beverages, Desserts",₹300,12:30 PM to 1 AM (Mon-Sun),,,,,,,
The Sky Lounge - Hotel Avasa,"Hotel Avasa, Hitech City",LoungeClub,4.0,425 votes,161 reviews,https://www.zomato.com/hyderabad/the-sky-lounge-hotel-avasa-hitech-city,12,Finger Food,"₹2,000","6 PM to 11 PM (Mon-Thu),6 PM to 12 Midnight (Fri-Sun)",,"Rooftops, Best bars & pubs",,,,,
McDonald's,"Inorbit Mall, Hitech City",Quick Bites,3.4,231 votes,97 reviews,https://www.zomato.com/hyderabad/mcdonalds-hitech-city,12,Fast Food,₹450,11 AM to 11 PM (Mon-Sun),,,,,,,
Nanking CR,"Lumbini Jewel Mall, Banjara Hills",Casual Dining,3.6,378 votes,189 reviews,https://www.zomato.com/hyderabad/nanking-cr-banjara-hills,12,Chinese,₹800,"11:30 AM to 3:30 PM, 6:30 PM to 10:30 PM (Mon-Sun)",,,,,,,
Oh Bean Der,Banjara Hills,CaféCasual Dining,3.6,29 votes,26 reviews,https://www.zomato.com/hyderabad/oh-bean-der-banjara-hills,12,"Cafe, North Indian, Chinese, South Indian",₹800,7:30 AM to 11:30 PM (Mon-Sun),,Newly opened,,Happy Hours,,,
Rasoi,Kondapur,Casual Dining,3.6,231 votes,122 reviews,https://www.zomato.com/hyderabad/rasoi-kondapur,12,"Chinese, North Indian, Biryani",₹700,"12 Noon to 3:30 PM, 7 PM to 11 PM (Mon-Sun)",,,,,,,
Chef's Patio,Habsiguda,Casual Dining,3.3,150 votes,86 reviews,https://www.zomato.com/hyderabad/chefs-patio-habsiguda,12,"North Indian, Chinese, Continental, South Indian",₹800,"12 Noon to 3:30 PM, 7 PM to 11:30 PM (Mon-Sun)",Get 15% off your first home-delivery order from us. Valid only when you order online on Zomato.,,,,,,
Lazeez Multicuisine Restaurant - Royal Reve Hotel,"Royal Reve Hotel, Secunderabad",Casual Dining,3.7,157 votes,93 reviews,https://www.zomato.com/hyderabad/lazeez-multicuisine-restaurant-royal-reve-hotel-sd-road-secunderabad,12,"North Indian, Chinese, Continental, South Indian",₹900,11 AM to 11 PM (Mon-Sun),,,,,,,
Ohri's Eatmor Coffee Shop,"Ohri's, Banjara Hills",Casual Dining,3.5,278 votes,169 reviews,https://www.zomato.com/hyderabad/ohris-eatmor-coffee-shop-banjara-hills,12,"Continental, Fast Food, North Indian","₹1,000","7 AM to 4 PM, 7 PM to 3 AM (Mon-Sun)",,Late night restaurants,,,,,
Parivaar,A S Rao Nagar,Casual Dining,3.6,453 votes,205 reviews,https://www.zomato.com/hyderabad/parivaar-as-rao-nagar-secunderabad,12,"Mughlai, North Indian, Chinese",₹950,11 AM to 11 PM (Mon-Sun),,,,,,,
Swaadh,Kondapur,Casual Dining,2.6,185 votes,98 reviews,https://www.zomato.com/hyderabad/swaadh-kondapur,12,"North Indian, Chinese, South Indian, Andhra",₹900,"12 Noon to 3:30 PM, 6:30 PM to 11 PM (Mon-Sun)",Get 10% off all home-delivery. Valid only when you order online on Zomato.,,,,,,
Sam's Pizza,Himayath Nagar,Quick Bites,3.8,162 votes,96 reviews,https://www.zomato.com/hyderabad/sams-pizza-himayath-nagar,12,Pizza,₹550,11 AM to 11 PM (Mon-Sun),,,,,,Save 15% on Citibank Credit & Debit Cards   [T&C],
Rayalaseema Ruchulu,Lakdikapul,Casual Dining,3.4,213 votes,121 reviews,https://www.zomato.com/hyderabad/rayalaseema-ruchulu-lakdikapul,12,"Andhra, South Indian, Biryani",₹950,"12 Noon to 4 PM, 7 PM to 11 PM (Mon-Sun)",Get 20% off all home-delivery. Valid only when you order online on Zomato.,,,,,,
Natural Ice Cream,Srinagar Colony,Dessert Parlor,4.5,417 votes,157 reviews,https://www.zomato.com/hyderabad/natural-ice-cream-srinagar-colony,12,"Ice Cream, Desserts",₹200,11:30 AM to 12 Midnight (Mon-Sun),,Frozen delights,,,,,
Mayabazar,Madhapur,Casual Dining,3.6,112 votes,82 reviews,https://www.zomato.com/hyderabad/mayabazar-madhapur,12,"Biryani, South Indian, North Indian, Chinese, Andhra",₹800,"12 Noon to 3:30 PM, 7 PM to 11 PM (Mon-Sun)",,,,,,,
Palamuru Grill & Bar,Kondapur,Casual DiningBar,3.3,145 votes,100 reviews,https://www.zomato.com/hyderabad/palamuru-grill-bar-kondapur,12,"Andhra, Biryani, North Indian",₹700,"11 AM to 4:30 PM, 6:30 PM to 11:30 PM...",,,,,,,
Govinds Dosa,Ghansi Bazaar,Quick BitesKiosk,4.3,433 votes,177 reviews,https://www.zomato.com/hyderabad/govinds-dosa-ghansi-bazaar,12,South Indian,₹300,6:30 AM to 1:30 PM (Mon-Sun),,Street food,,,,,
Govinds Dosa,Ghansi Bazaar,Quick BitesKiosk,4.3,433 votes,177 reviews,https://www.zomato.com/hyderabad/govinds-dosa-ghansi-bazaar,13,South Indian,₹300,6:30 AM to 1:30 PM (Mon-Sun),,Street food,,,,,
Kibbeh Lounge,Begumpet,Lounge,3.7,226 votes,113 reviews,https://www.zomato.com/hyderabad/kibbeh-lounge-begumpet,13,Lebanese,"₹1,800",12 Noon to 12 Midnight (Mon-Sun),,,,,,,
My Home Dhaba,Gachibowli,Casual Dining,3.5,245 votes,153 reviews,https://www.zomato.com/hyderabad/my-home-dhaba-gachibowli,13,"North Indian, Mughlai, Chinese",₹550,"12 Noon to 3 PM, 7 PM to 10 PM (Mon-Sun)",,,,,,,
The Other Side,Jubilee Hills,Casual DiningLounge,3.8,118 votes,77 reviews,https://www.zomato.com/hyderabad/the-other-side-jubilee-hills,13,"Hyderabadi, Mediterranean, Arabian, Chinese","₹1,500",11 AM to 12 Midnight (Mon-Sun),,"Happy hours, Karaoke bars, Best bars & pubs",,Halloween Party at TOS - MRP Mondays,,,
All Seasons,Banjara Hills,Casual Dining,3.5,236 votes,121 reviews,https://www.zomato.com/hyderabad/all-seasons-banjara-hills,13,"Lebanese, Arabian, North Indian, Mughlai, Chinese","₹1,100",12 Noon to 11 PM (Mon-Sun),,,,,,,
Ohri's Ming's Court,Basheer Bagh,Casual Dining,3.7,144 votes,75 reviews,https://www.zomato.com/hyderabad/ohris-ming-s-court-basheer-bagh,13,Chinese,"₹1,000","12 Noon to 3:30 PM, 7 PM to 11:30 PM (Mon-Sun)",Get 10% off all home-delivery. Valid only when you order online on Zomato.,,,,,,
Hitech Bawarchi,Gachibowli,Casual Dining,2.7,199 votes,95 reviews,https://www.zomato.com/hyderabad/hitech-bawarchi-gachibowli,13,"Biryani, North Indian, Chinese",₹500,12 Noon to 11 PM (Mon-Sun),,,,,,,
Aromas of China,"City Center Mall, Banjara Hills",Casual Dining,3.8,563 votes,244 reviews,https://www.zomato.com/hyderabad/aromas-of-china-banjara-hills,13,"Chinese, Seafood","₹1,500","12 Noon to 3:30 PM, 7 PM to 11 PM (Mon-Sun)",,Pan-Asian delicacies,,,,,
Burger King,Hitech City,Quick Bites,3.4,42 votes,35 reviews,https://www.zomato.com/hyderabad/burger-king-hitech-city,13,"Fast Food, American",₹500,11 AM to 11 PM (Mon-Sun),Get 15% off on all home-delivery orders above Rs. 299. Valid only when you order online on Zomato.,,,,,,
Skypark Cafe,Banjara Hills,CaféCasual Dining,3.7,247 votes,86 reviews,https://www.zomato.com/hyderabad/skypark-cafe-banjara-hills,13,Cafe,"₹1,200",9 AM to 11 PM (Mon-Sun),,,,,,,
Nala Bhimas,Jubilee Hills,Casual Dining,3.5,200 votes,116 reviews,https://www.zomato.com/hyderabad/nala-bhimas-jubilee-hills,13,"South Indian, North Indian, Chinese, Seafood","₹1,100",12 Noon to 11 PM (Mon-Sun),,Regional favorites,,,,,
Club8,Kondapur,Bar,3.5,423 votes,186 reviews,https://www.zomato.com/hyderabad/club8-kondapur,13,"North Indian, Chinese",₹900,12 Noon to 11:30 PM (Mon-Sun),,,,,,,
Ahobilam Foods - Millet Cave,Madhapur,Casual Dining,3.7,162 votes,104 reviews,https://www.zomato.com/hyderabad/ahobilam-foods-millet-cave-madhapur,13,South Indian,₹200,"8 AM to 10:30 AM, 12:30 PM to 3:30 PM, 7 PM to 9:30...",,Terrific thalis,,,,,
900 Degree Brick Oven Pizza,Kondapur,Quick Bites,4.0,178 votes,114 reviews,https://www.zomato.com/hyderabad/900-degree-brick-oven-pizza-kondapur,13,Pizza,₹550,12:30 PM to 10 PM (Mon-Sun),,,,,,,
Crave,Banjara Hills,Café,3.4,227 votes,113 reviews,https://www.zomato.com/hyderabad/crave-banjara-hills,13,"Cafe, Chinese",₹700,10 AM to 3 AM (Mon-Sun),,Late night restaurants,,,,,
Freshies Gourmet Salads,Gachibowli,Casual Dining,3.8,218 votes,133 reviews,https://www.zomato.com/hyderabad/freshies-gourmet-salads-gachibowli,13,"Healthy Food, Salad",₹600,11 AM to 10:30 PM (Mon-Sun),,,,,,,
Ignite Restro Lounge,Himayath Nagar,Café,3.6,137 votes,102 reviews,https://www.zomato.com/hyderabad/ignite-restro-lounge-himayath-nagar,13,"Cafe, Continental, North Indian, Chinese",₹650,10 AM to 1 AM (Mon-Sun),,,,,,,
Famous Ice Creams,Nampally,Dessert Parlor,4.0,478 votes,191 reviews,https://www.zomato.com/hyderabad/famous-ice-creams-nampally,13,"Ice Cream, Desserts",₹150,9 AM to 1 AM (Mon-Sun),,"Legendary outlets, Frozen delights",,,,,
Prego - The Westin,"The Westin Hyderabad Mindspace, Hitech City",Fine Dining,4.2,345 votes,144 reviews,https://www.zomato.com/hyderabad/prego-the-westin-hitech-city,13,Italian,"₹5,000","12 Noon to 3 PM, 7 PM to 11 PM (Mon-Thu),12 Noon to...",,"Sunday brunches, Great Italian",,,,,
The Brew Cafe,Jubilee Hills,Café,3.9,167 votes,110 reviews,https://www.zomato.com/hyderabad/the-brew-cafe-jubilee-hills,13,"Cafe, Chinese, Continental",₹800,10 AM to 12 Midnight (Mon-Sun),,,,,,,
